"function_name","duration_s"
"PrepareData",119.873952865601
"ComputeFeatureImportance",191.317655324936
"ComputeClassficationAccuracy",2971.29520797729
"FiveFoldCrossingValidation",24.1927125453949
"Predict",5.16970753669739
